clean_node,original_node,ontology_id,ontology_name,umls_id,label,match_score,semantic_type,source,uri,alternative_matches
drink plenty of fluids,[Event: drink plenty of fluids],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
drowning,drowning,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
drowsiness,drowsiness,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
diminished energy,diminished energy,C0015672,MTH,C0015672,Fatigue,1.0,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0015672,"[{""ontology_id"": ""C4035921"", ""ontology"": ""LNC"", ""score"": 0.8}, {""ontology_id"": ""C0015674"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0241700"", ""ontology"": ""MSH"", ""score"": 0.8}]"
poor concentration,poor concentration,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
irritability,irritability,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
greater risk of accidents,greater risk of accidents,C5224526,MEDCIN,C5224526,increased awareness of potential dangers,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5224526,[]
dry gangrene may develop,[Event: dry gangrene may develop],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
"dry, metallic taste","[Event: dry, metallic taste]",C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
during surgery,[Event: during surgery],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
last few weeks of life,last few weeks of life,C2827922,NCI,C2827922,Observed Steady State Volume of Distribution at Terminal Phase,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C2827922,"[{""ontology_id"": ""C2827945"", ""ontology"": ""NCI"", ""score"": 0.8}, {""ontology_id"": ""C3854120"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C3822010"", ""ontology"": ""GO"", ""score"": 0.6}]"
ear tickling sensation,[Event: ear tickling sensation],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
early in pregnancy,[Event: early in pregnancy],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
early stage detection,[Event: early stage detection],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
infection stages,infection stages,C0745283,MTH,C0745283,INFECTIOUS PROCESS,1.0,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0745283,"[{""ontology_id"": ""C4697762"", ""ontology"": ""LNC"", ""score"": 0.8}, {""ontology_id"": ""C0745284"", ""ontology"": ""CCPSS"", ""score"": 0.8}, {""ontology_id"": ""C4714966"", ""ontology"": ""NOC"", ""score"": 0.8}]"
symptoms of pregnancy,symptoms of pregnancy,C0747927,CHV,C0747927,pregnancy signs,1.0,Sign or Symptom,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0747927,"[{""ontology_id"": ""C1821099"", ""ontology"": ""NOC"", ""score"": 0.6}, {""ontology_id"": ""C0541524"", ""ontology"": ""SNM"", ""score"": 0.6}, {""ontology_id"": ""C2585460"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
treatment initiation,treatment initiation,C0808232,MTH,C0808232,Therapeutic Intervention,1.0,Therapeutic or Preventive Procedure,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0808232,"[{""ontology_id"": ""C0451542"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C3520958"", ""ontology"": ""CPT"", ""score"": 0.8}, {""ontology_id"": ""C0457448"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}]"
eating,[Event: eating],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
effectiveness of treatment,[Event: effectiveness of treatment],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
electrical signals,[Event: electrical signals],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
electroencephalogram,[Event: electroencephalogram],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
electromyography,[Event: electromyography],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
elevated CA-125 levels,[Event: elevated CA-125 levels],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
elevation and support of the scrotum,[Event: elevation and support of the scrotum],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
eliminate gluten-containing foods from diet,[Event: eliminate gluten-containing foods from diet],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
elsewhere in body,elsewhere in body,UNKNOWN:ELSEWHER,UNKNOWN,,elsewhere in body,0.0,Medical Concept,fallback,,[]
"drowsiness, diminished energy, poor concentration, irritability, and a greater risk of accidents","[Event: drowsiness, diminished energy, poor concentration, irritability, and a greater risk of accidents]",C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
during the last few weeks of his or her life,[Event: during the last few weeks of his or her life],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
early stages of the infection,[Event: early stages of the infection],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
early symptoms of pregnancy,[Event: early symptoms of pregnancy],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
early treatment,[Event: early treatment],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
elsewhere in the body,[Event: elsewhere in the body],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
embryo donation procedure,[Event: embryo donation procedure],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
embryo donation to another couple,[Event: embryo donation to another couple],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
emergency,[Event: emergency],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
end of the second stage,[Event: end of the second stage],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
endometrial biopsy,endometrial biopsy,C0199171,MTH,C0199171,Medical procedure,1.0,Therapeutic or Preventive Procedure,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0199171,"[{""ontology_id"": ""C3274430"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1403683"", ""ontology"": ""ICPC2ICD10ENG"", ""score"": 0.8}, {""ontology_id"": ""C1403682"", ""ontology"": ""ICPC2ICD10ENG"", ""score"": 0.8}]"
endometriosis,endometriosis,C4698886,LNC,C4698886,Women's health: Gynecologic conditions/surgery,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C4698886,"[{""ontology_id"": ""C1545818"", ""ontology"": ""LNC"", ""score"": 0.6}, {""ontology_id"": ""C5214271"", ""ontology"": ""LNC"", ""score"": 0.6}]"
endoscopic procedure,[Event: endoscopic procedure],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
endoscopy,[Event: endoscopy],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
enlargement of both adrenal glands,enlargement of both adrenal glands,C4525841,NCI,C4525841,Quantitative Organ Enlargement Assessment,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C4525841,"[{""ontology_id"": ""C4525843"", ""ontology"": ""NCI"", ""score"": 0.8}, {""ontology_id"": ""C4525840"", ""ontology"": ""NCI"", ""score"": 0.8}, {""ontology_id"": ""C4525844"", ""ontology"": ""NCI"", ""score"": 0.8}]"
entropion,[Event: entropion],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
epidural hemorrhage,[Event: epidural hemorrhage],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
epinephrine and norepinephrine,[Event: epinephrine and norepinephrine],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
episiotomy,episiotomy,C0199171,MTH,C0199171,Medical procedure,1.0,Therapeutic or Preventive Procedure,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0199171,"[{""ontology_id"": ""C3274430"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1403683"", ""ontology"": ""ICPC2ICD10ENG"", ""score"": 0.8}, {""ontology_id"": ""C1403682"", ""ontology"": ""ICPC2ICD10ENG"", ""score"": 0.8}]"
episodes of severe shortness of breath,[Event: episodes of severe shortness of breath],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
esophageal varices rupture,[Event: esophageal varices rupture],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
