:ID,name,labels,ontology_id,ontology_name,semantic_type,induced_concept,original_node,uri
falls,falls,Entity,C5958835,NCI,Medical Concept,medical concept,falls,
family history of heart disease,family history of heart disease,Entity,C5958835,NCI,Medical Concept,medical concept,family history of heart disease,
fasting for 12 hours,fasting for 12 hours,Entity,C5958835,NCI,Medical Concept,medical concept,fasting for 12 hours,
fatigue,fatigue,Entity,C5958835,NCI,Medical Concept,medical concept,fatigue,
fecal incontinence,fecal incontinence,Entity,C5958835,NCI,Medical Concept,medical concept,fecal incontinence,
feeding baby,feeding baby,Entity,C5958835,NCI,Medical Concept,medical concept,feeding baby,
feeling nauseated,feeling nauseated,Entity,C5958835,NCI,Medical Concept,medical concept,feeling nauseated,
feeling worthless,feeling worthless,Entity,C5958835,NCI,Medical Concept,medical concept,feeling worthless,
feelings with your doctor,feelings with your doctor,Entity,C5958835,NCI,Medical Concept,medical concept,feelings with your doctor,
fetal harm,fetal harm,Entity,C5958835,NCI,Medical Concept,medical concept,fetal harm,
fever and headache,fever and headache,Entity,C5958835,NCI,Medical Concept,medical concept,fever and headache,
fever,fever,Entity,C4060733,NANDA-I,Disease or Syndrome,"body temperature increase, elevated body temperature, infection symptom, disease indicator",fever,
fewer and smaller red blood cells,fewer and smaller red blood cells,Entity,C5958835,NCI,Medical Concept,medical concept,fewer and smaller red blood cells,
find out the extent of bleeding,find out the extent of bleeding,Entity,C5958835,NCI,Medical Concept,medical concept,find out the extent of bleeding,
find the number of heart beats in a minute,find the number of heart beats in a minute,Entity,C5958835,NCI,Medical Concept,medical concept,find the number of heart beats in a minute,
finding the medication that works best for you,finding the medication that works best for you,Entity,C5958835,NCI,Medical Concept,medical concept,finding the medication that works best for you,
fireworks and children,fireworks and children,Entity,C5958835,NCI,Medical Concept,medical concept,fireworks and children,
fireworks displays,fireworks displays,Entity,C5958835,NCI,Medical Concept,medical concept,fireworks displays,
flow of cerebrospinal fluid is blocked,flow of cerebrospinal fluid is blocked,Entity,C5958835,NCI,Medical Concept,medical concept,flow of cerebrospinal fluid is blocked,
fluid builds up in the cavities of the brain,fluid builds up in the cavities of the brain,Entity,C5958835,NCI,Medical Concept,medical concept,fluid builds up in the cavities of the brain,
fluid buildup,fluid buildup,Entity,C5958835,NCI,Medical Concept,medical concept,fluid buildup,
fluid loss,fluid loss,Entity,C1820985,NOC,Sign or Symptom,"dehydration symptom, bodily fluid reduction, water loss, electrolyte imbalance",fluid loss,
follow-up appointments,follow-up appointments,Entity,C5958835,NCI,Medical Concept,medical concept,follow-up appointments,
following dietary guidelines,following dietary guidelines,Entity,C5958835,NCI,Medical Concept,medical concept,following dietary guidelines,
forceps delivery,forceps delivery,Entity,C5958835,NCI,Medical Concept,medical concept,forceps delivery,
forceps,forceps,Entity,C5958835,NCI,Medical Concept,medical concept,forceps,
forgetting where you put your keys,forgetting where you put your keys,Entity,C5958835,NCI,Medical Concept,medical concept,forgetting where you put your keys,
forming a bolus,forming a bolus,Entity,C5958835,NCI,Medical Concept,medical concept,forming a bolus,
forming a pocket,forming a pocket,Entity,C5958835,NCI,Medical Concept,medical concept,forming a pocket,
fourth week,fourth week,Entity,C5958835,NCI,Medical Concept,medical concept,fourth week,
frequent sips of cool water,frequent sips of cool water,Entity,C5958835,NCI,Medical Concept,medical concept,frequent sips of cool water,
frightening experience,frightening experience,Entity,C5958835,NCI,Medical Concept,medical concept,frightening experience,
from diet or supplements,from diet or supplements,Entity,C5958835,NCI,Medical Concept,medical concept,from diet or supplements,
from symptoms and test results,from symptoms and test results,Entity,C5958835,NCI,Medical Concept,medical concept,from symptoms and test results,
full range of symptoms appear,full range of symptoms appear,Entity,C5958835,NCI,Medical Concept,medical concept,full range of symptoms appear,
full recovery in 6 months,full recovery in 6 months,Entity,C5958835,NCI,Medical Concept,medical concept,full recovery in 6 months,
functioning of the anterior lobe of the pituitary gland,functioning of the anterior lobe of the pituitary gland,Entity,C5958835,NCI,Medical Concept,medical concept,functioning of the anterior lobe of the pituitary gland,
further evaluation and treatment,further evaluation and treatment,Entity,C5958835,NCI,Medical Concept,medical concept,further evaluation and treatment,
general anesthesia and intravenous fluids,general anesthesia and intravenous fluids,Entity,C5958835,NCI,Medical Concept,medical concept,general anesthesia and intravenous fluids,
genes for hemochromatosis from birth,genes for hemochromatosis from birth,Entity,C5958835,NCI,Medical Concept,medical concept,genes for hemochromatosis from birth,
genetic testing,genetic testing,Entity,C5958835,NCI,Medical Concept,medical concept,genetic testing,
gestational carrier agreement,gestational carrier agreement,Entity,C5958835,NCI,Medical Concept,medical concept,gestational carrier agreement,
get time on your own at home,get time on your own at home,Entity,C5958835,NCI,Medical Concept,medical concept,get time on your own at home,
getting out of bed,getting out of bed,Entity,C5958835,NCI,Medical Concept,medical concept,getting out of bed,
getting to a dentist,getting to a dentist,Entity,C5958835,NCI,Medical Concept,medical concept,getting to a dentist,
gingivitis,gingivitis,Entity,C5958835,NCI,Medical Concept,medical concept,gingivitis,
give him or her frequent sips of cool water,give him or her frequent sips of cool water,Entity,C5958835,NCI,Medical Concept,medical concept,give him or her frequent sips of cool water,
giving medications,giving medications,Entity,C5958835,NCI,Medical Concept,medical concept,giving medications,
greater risk than men,greater risk than men,Entity,C5958835,NCI,Medical Concept,medical concept,greater risk than men,
group therapy,group therapy,Entity,C5958835,NCI,Medical Concept,medical concept,group therapy,
guiding catheter into uterus,guiding catheter into uterus,Entity,C5958835,NCI,Medical Concept,medical concept,guiding catheter into uterus,
gum disease progresses,gum disease progresses,Entity,C5958835,NCI,Medical Concept,medical concept,gum disease progresses,
gun-related injuries,gun-related injuries,Entity,C5958835,NCI,Medical Concept,medical concept,gun-related injuries,
gun,gun,Entity,C5958835,NCI,Medical Concept,medical concept,gun,
hair loss,hair loss,Entity,C2029374,MEDCIN,Medical Concept,"cosmetic concern, medical condition, alopecia type",hair loss,
hair replacement surgery,hair replacement surgery,Entity,C5958835,NCI,Medical Concept,medical concept,hair replacement surgery,
hair transplantation and scalp surgery,hair transplantation and scalp surgery,Entity,C0442965,MTH,Therapeutic or Preventive Procedure,"cosmetic procedure, surgical intervention, hair restoration method",hair transplantation and scalp surgery,
harmful to your health,harmful to your health,Entity,C5958835,NCI,Medical Concept,medical concept,harmful to your health,
have a fertilized egg implanted,have a fertilized egg implanted,Entity,C5958835,NCI,Medical Concept,medical concept,have a fertilized egg implanted,
have blood tests every 6 to 12 months,have blood tests every 6 to 12 months,Entity,C5958835,NCI,Medical Concept,medical concept,have blood tests every 6 to 12 months,
having a baby,having a baby,Entity,C5958835,NCI,Medical Concept,medical concept,having a baby,
having a hysterectomy,having a hysterectomy,Entity,C5958835,NCI,Medical Concept,medical concept,having a hysterectomy,
having a memory problem,having a memory problem,Entity,C5958835,NCI,Medical Concept,medical concept,having a memory problem,
health benefits,health benefits,Entity,C5958835,NCI,Medical Concept,medical concept,health benefits,
health history,health history,Entity,C5958835,NCI,Medical Concept,medical concept,health history,
health problems,health problems,Entity,C5958835,NCI,Medical Concept,medical concept,health problems,
healthy blood pressure level,healthy blood pressure level,Entity,C5958835,NCI,Medical Concept,medical concept,healthy blood pressure level,
hearing tests,hearing tests,Entity,C5958835,NCI,Medical Concept,medical concept,hearing tests,
heart attack and stroke,heart attack and stroke,Entity,C5958835,NCI,Medical Concept,medical concept,heart attack and stroke,
heart attack,heart attack,Entity,C5958835,NCI,Medical Concept,medical concept,heart attack,
heart defect,heart defect,Entity,C5958835,NCI,Medical Concept,medical concept,heart defect,
heart failure,heart failure,Entity,C5958835,NCI,Medical Concept,medical concept,heart failure,
heart murmur,heart murmur,Entity,C5958835,NCI,Medical Concept,medical concept,heart murmur,
heart rate reaches its highest level,heart rate reaches its highest level,Entity,C5958835,NCI,Medical Concept,medical concept,heart rate reaches its highest level,
heart transplants,heart transplants,Entity,C5958835,NCI,Medical Concept,medical concept,heart transplants,
heart-lung machine,heart-lung machine,Entity,C5958835,NCI,Medical Concept,medical concept,heart-lung machine,
heart,heart,Entity,C5958835,NCI,Medical Concept,medical concept,heart,
heat exhaustion,heat exhaustion,Entity,C5958835,NCI,Medical Concept,medical concept,heat exhaustion,
heatstroke,heatstroke,Entity,C5958835,NCI,Medical Concept,medical concept,heatstroke,
heavy bleeding,heavy bleeding,Entity,C5958835,NCI,Medical Concept,medical concept,heavy bleeding,
hemorrhagic stroke,hemorrhagic stroke,Entity,C5958835,NCI,Medical Concept,medical concept,hemorrhagic stroke,
hemorrhoid not healing,hemorrhoid not healing,Entity,C5958835,NCI,Medical Concept,medical concept,hemorrhoid not healing,
hemorrhoid sealing,hemorrhoid sealing,Entity,C5958835,NCI,Medical Concept,medical concept,hemorrhoid sealing,
hemorrhoid shrinking,hemorrhoid shrinking,Entity,C5958835,NCI,Medical Concept,medical concept,hemorrhoid shrinking,
hemorrhoid treatment,hemorrhoid treatment,Entity,C5958835,NCI,Medical Concept,medical concept,hemorrhoid treatment,
hepatitis C infection,hepatitis C infection,Entity,C5958835,NCI,Medical Concept,medical concept,hepatitis C infection,
hepatitis,hepatitis,Entity,C5958835,NCI,Medical Concept,medical concept,hepatitis,
herpes simplex virus infection,herpes simplex virus infection,Entity,C5958835,NCI,Medical Concept,medical concept,herpes simplex virus infection,
high blood pressure is detected,high blood pressure is detected,Entity,C5958835,NCI,Medical Concept,medical concept,high blood pressure is detected,
high blood pressure,high blood pressure,Entity,C5958835,NCI,Medical Concept,medical concept,high blood pressure,
high doses,high doses,Entity,C5958835,NCI,Medical Concept,medical concept,high doses,
holding solution in the bladder for 1 or 2 hours before urinating,holding solution in the bladder for 1 or 2 hours before urinating,Entity,C5958835,NCI,Medical Concept,medical concept,holding solution in the bladder for 1 or 2 hours before urinating,
holding vagina open,holding vagina open,Entity,C5958835,NCI,Medical Concept,medical concept,holding vagina open,
homicide,homicide,Entity,C5958835,NCI,Medical Concept,medical concept,homicide,
